Segment Type,Segment Description,Answer,Count,Percentage
University,Azusa Pacific University,Snapchat,0,0
University,Azusa Pacific University,Twitter,0,0
University,Azusa Pacific University,None,0,0
University,University of Connecticut,Facebook,1,1
University,University of Connecticut,Instagram,0,0
University,University of Connecticut,Snapchat,0,0
University,University of Connecticut,Twitter,0,0
University,University of Connecticut,None,0,0
University,Boston University,Facebook,0,0
University,Boston University,Instagram,1,1
University,Boston University,Snapchat,0,0
University,Boston University,Twitter,0,0
University,Boston University,None,0,0
University,Colorado State University,Facebook,0,0
University,Colorado State University,Instagram,0,0
University,Colorado State University,Snapchat,0,0
University,Colorado State University,Twitter,1,1
University,Colorado State University,None,0,0
University,Clemson University,Facebook,0,0
University,Clemson University,Instagram,1,1
University,Clemson University,Snapchat,0,0
University,Clemson University,Twitter,0,0
University,Clemson University,None,0,0
University,University of Rochester,Facebook,0,0
University,University of Rochester,Instagram,1,1
University,University of Rochester,Snapchat,0,0
University,University of Rochester,Twitter,0,0
University,University of Rochester,None,0,0
University,James Madison University,Facebook,0,0
University,James Madison University,Instagram,0,0
University,James Madison University,Snapchat,0,0
University,James Madison University,Twitter,0,0
University,James Madison University,None,1,1
University,Stephen F. Austin State University,Facebook,0,0
University,Stephen F. Austin State University,Instagram,0,0
University,Stephen F. Austin State University,Snapchat,0,0
University,Stephen F. Austin State University,Twitter,0,0
University,Stephen F. Austin State University,None,1,1
University,Loyola University Maryland,Facebook,0,0
University,Loyola University Maryland,Instagram,0,0
University,Loyola University Maryland,Snapchat,0,0
University,Loyola University Maryland,Twitter,0,0
University,Loyola University Maryland,None,1,1
University,Michigan Technological University,Facebook,1,1
University,Michigan Technological University,Instagram,0,0
University,Michigan Technological University,Snapchat,0,0
University,Michigan Technological University,Twitter,0,0
University,Michigan Technological University,None,0,0
University,Texas State University,Facebook,0,0
University,Texas State University,Instagram,1,1
University,Texas State University,Snapchat,0,0
University,Texas State University,Twitter,0,0
University,Texas State University,None,0,0
University,University of Tennessee at Chattanooga,Facebook,0,0
University,University of Tennessee at Chattanooga,Instagram,1,0.333
University,University of Tennessee at Chattanooga,Snapchat,0,0
University,University of Tennessee at Chattanooga,Twitter,0,0
University,University of Tennessee at Chattanooga,None,2,0.667
University,Seton Hall University,Facebook,0,0
University,Seton Hall University,Instagram,0,0
University,Seton Hall University,Snapchat,0,0
University,Seton Hall University,Twitter,1,0.5
University,Seton Hall University,None,1,0.5
University,Roger Williams University,Facebook,0,0
University,Roger Williams University,Instagram,0,0
University,Roger Williams University,Snapchat,0,0
University,Roger Williams University,Twitter,0,0
University,Roger Williams University,None,1,1
University,Elon University,Facebook,0,0
University,Elon University,Instagram,0,0
University,Elon University,Snapchat,0,0
University,Elon University,Twitter,0,0
University,Elon University,None,1,1
University,Emily Carr University of Art and Design,Facebook,0,0
University,Emily Carr University of Art and Design,Instagram,0,0
University,Emily Carr University of Art and Design,Snapchat,0,0
University,Emily Carr University of Art and Design,Twitter,1,1
University,Emily Carr University of Art and Design,None,0,0
University,United States Military Academy,Facebook,0,0
University,United States Military Academy,Instagram,1,1
University,United States Military Academy,Snapchat,0,0
University,United States Military Academy,Twitter,0,0
University,United States Military Academy,None,0,0
University,Indiana University of Pennsylvania,Facebook,0,0
University,Indiana University of Pennsylvania,Instagram,1,0.5
University,Indiana University of Pennsylvania,Snapchat,0,0
University,Indiana University of Pennsylvania,Twitter,0,0
University,Indiana University of Pennsylvania,None,1,0.5
University,University of Tampa,Facebook,1,1
University,University of Tampa,Instagram,0,0
University,University of Tampa,Snapchat,0,0
University,University of Tampa,Twitter,0,0
University,University of Tampa,None,0,0
University,Essex Technical High School,Facebook,0,0
University,Essex Technical High School,Instagram,1,1
University,Essex Technical High School,Snapchat,0,0
University,Essex Technical High School,Twitter,0,0
University,Essex Technical High School,None,0,0
University,University of North Carolina at Greensboro,Facebook,0,0
University,University of North Carolina at Greensboro,Instagram,1,0.5
University,University of North Carolina at Greensboro,Snapchat,0,0
University,University of North Carolina at Greensboro,Twitter,0,0
University,University of North Carolina at Greensboro,None,1,0.5
University,Pinnacle High School,Facebook,0,0
University,Pinnacle High School,Instagram,1,1
University,Pinnacle High School,Snapchat,0,0
University,Pinnacle High School,Twitter,0,0
University,Pinnacle High School,None,0,0
University,Baltimore City College,Facebook,0,0
University,Baltimore City College,Instagram,0,0
University,Baltimore City College,Snapchat,0,0
University,Baltimore City College,Twitter,0,0
University,Baltimore City College,None,1,1
University,New York University,Facebook,0,0
University,New York University,Instagram,0,0
University,New York University,Snapchat,0,0
University,New York University,Twitter,0,0
University,New York University,None,1,1
University,Indiana University-Purdue University Indianapolis,Facebook,0,0
University,Indiana University-Purdue University Indianapolis,Instagram,1,1
University,Indiana University-Purdue University Indianapolis,Snapchat,0,0
University,Indiana University-Purdue University Indianapolis,Twitter,0,0
University,Indiana University-Purdue University Indianapolis,None,0,0
University,Loyola Marymount University,Facebook,0,0
University,Loyola Marymount University,Instagram,1,0.5
University,Loyola Marymount University,Snapchat,0,0
University,Loyola Marymount University,Twitter,0,0
University,Loyola Marymount University,None,1,0.5
University,University of Dayton,Facebook,0,0
University,University of Dayton,Instagram,0,0
University,University of Dayton,Snapchat,0,0
University,University of Dayton,Twitter,0,0
University,University of Dayton,None,1,1
University,UMass Amherst,Facebook,1,0.5
University,UMass Amherst,Instagram,1,0.5
University,UMass Amherst,Snapchat,0,0
University,UMass Amherst,Twitter,0,0
University,UMass Amherst,None,0,0
University,Brock University,Facebook,0,0
University,Brock University,Instagram,1,1
University,Brock University,Snapchat,0,0
University,Brock University,Twitter,0,0
University,Brock University,None,0,0
University,Kutztown University,Facebook,0,0
University,Kutztown University,Instagram,0,0
University,Kutztown University,Snapchat,0,0
University,Kutztown University,Twitter,1,1
University,Kutztown University,None,0,0
University,University of Mississippi,Facebook,0,0
University,University of Mississippi,Instagram,1,1
University,University of Mississippi,Snapchat,0,0
University,University of Mississippi,Twitter,0,0
University,University of Mississippi,None,0,0
University,University of Mount Union,Facebook,0,0
University,University of Mount Union,Instagram,0,0
University,University of Mount Union,Snapchat,0,0
University,University of Mount Union,Twitter,0,0
University,University of Mount Union,None,1,1
University,Duke University,Facebook,0,0
University,Duke University,Instagram,0,0
University,Duke University,Snapchat,0,0
University,Duke University,Twitter,1,0.5
University,Duke University,None,1,0.5
University,Shippensburg University,Facebook,0,0
University,Shippensburg University,Instagram,0,0
University,Shippensburg University,Snapchat,0,0
University,Shippensburg University,Twitter,1,1
University,Shippensburg University,None,0,0
Custom,"guys, 5'5"" girls) Tall",Facebook,54,0.184
Custom,"guys, 5'5"" girls) Tall",Instagram,96,0.327
Custom,"guys, 5'5"" girls) Tall",Snapchat,7,0.024
Custom,"guys, 5'5"" girls) Tall",Twitter,17,0.058
Custom,"guys, 5'5"" girls) Tall",None,120,0.408
Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Facebook,95,0.153
Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Instagram,174,0.28
Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Snapchat,17,0.027
Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Twitter,52,0.084
Custom,"guys, 5'5"" girls) Medium (± 3 inches)",None,283,0.456
Custom,"guys, 5'5"" girls) Short",Facebook,40,0.18
Custom,"guys, 5'5"" girls) Short",Instagram,76,0.342
Custom,"guys, 5'5"" girls) Short",Snapchat,9,0.041
Custom,"guys, 5'5"" girls) Short",Twitter,21,0.095
Custom,"guys, 5'5"" girls) Short",None,76,0.342
Custom,or private school? Private,Facebook,61,0.169
Custom,or private school? Private,Instagram,105,0.29
Custom,or private school? Private,Snapchat,8,0.022
Custom,or private school? Private,Twitter,20,0.055
Custom,or private school? Private,None,168,0.464
Custom,"games a lot? Yes, console mostly",Facebook,20,0.135
Custom,"games a lot? Yes, console mostly",Instagram,37,0.25
Custom,"games a lot? Yes, console mostly",Snapchat,8,0.054
Custom,"games a lot? Yes, console mostly",Twitter,22,0.149
Custom,"games a lot? Yes, console mostly",None,61,0.412
Custom,your parents make? Upper class (> $240K),Facebook,70,0.23
Custom,your parents make? Upper class (> $240K),Instagram,83,0.273
Custom,your parents make? Upper class (> $240K),Snapchat,8,0.026
Custom,your parents make? Upper class (> $240K),Twitter,13,0.043
Custom,your parents make? Upper class (> $240K),None,130,0.428
Custom,your parents make? Upper-middle class (~$160K,Facebook,71,0.157
Custom,your parents make? Upper-middle class (~$160K,Instagram,149,0.33
Custom,your parents make? Upper-middle class (~$160K,Snapchat,11,0.024
Custom,your parents make? Upper-middle class (~$160K,Twitter,42,0.093
Custom,your parents make? Upper-middle class (~$160K,None,178,0.395
Custom,your parents make? Middle / lower-middle class (~$90K),Facebook,41,0.121
Custom,your parents make? Middle / lower-middle class (~$90K),Instagram,111,0.326
Custom,your parents make? Middle / lower-middle class (~$90K),Snapchat,12,0.035
Custom,your parents make? Middle / lower-middle class (~$90K),Twitter,32,0.094
Custom,your parents make? Middle / lower-middle class (~$90K),None,144,0.424
Custom,your parents make? Poor (< ~$50K) 😁,Facebook,15,0.112
Custom,your parents make? Poor (< ~$50K) 😁,Instagram,45,0.336
Custom,your parents make? Poor (< ~$50K) 😁,Snapchat,7,0.052
Custom,your parents make? Poor (< ~$50K) 😁,Twitter,10,0.075
Custom,your parents make? Poor (< ~$50K) 😁,None,57,0.425
Custom,What's your major? ME/EE/other engineer,Facebook,40,0.183
Custom,What's your major? ME/EE/other engineer,Instagram,47,0.215
Custom,What's your major? ME/EE/other engineer,Snapchat,8,0.037
Custom,What's your major? ME/EE/other engineer,Twitter,14,0.064
Custom,What's your major? ME/EE/other engineer,None,110,0.502
Custom,or private school? No school,Facebook,4,0.125
Custom,or private school? No school,Instagram,10,0.313
Custom,or private school? No school,Snapchat,1,0.031
Custom,or private school? No school,Twitter,1,0.031
Custom,or private school? No school,None,16,0.5
Custom,or private school? Public,Facebook,117,0.153
Custom,or private school? Public,Instagram,250,0.326
Custom,or private school? Public,Snapchat,27,0.035
Custom,or private school? Public,Twitter,69,0.09
Custom,or private school? Public,None,304,0.396
Custom,you vote for? Donald Trump,Facebook,87,0.175
Custom,you vote for? Donald Trump,Instagram,159,0.321
Custom,you vote for? Donald Trump,Snapchat,19,0.038
Custom,you vote for? Donald Trump,Twitter,50,0.101
Custom,you vote for? Donald Trump,None,181,0.365
Custom,you vote for? Hillary Clinton,Facebook,197,0.236
Custom,you vote for? Hillary Clinton,Instagram,285,0.342
Custom,you vote for? Hillary Clinton,Snapchat,22,0.026
Custom,you vote for? Hillary Clinton,Twitter,38,0.046
Custom,you vote for? Hillary Clinton,None,291,0.349
Custom,What's your major? Business/Econ/Finance,Facebook,39,0.245
Custom,What's your major? Business/Econ/Finance,Instagram,35,0.22
Custom,What's your major? Business/Econ/Finance,Snapchat,10,0.063
Custom,What's your major? Business/Econ/Finance,Twitter,11,0.069
Custom,What's your major? Business/Econ/Finance,None,64,0.403
Custom,What's your major? Pre-med,Facebook,39,0.245
Custom,What's your major? Pre-med,Instagram,58,0.365
Custom,What's your major? Pre-med,Snapchat,6,0.038
Custom,What's your major? Pre-med,Twitter,5,0.031
Custom,What's your major? Pre-med,None,51,0.321
Custom,closely identify as? Asian,Facebook,51,0.266
Custom,closely identify as? Asian,Instagram,61,0.318
Custom,closely identify as? Asian,Snapchat,7,0.036
Custom,closely identify as? Asian,Twitter,4,0.021
Custom,closely identify as? Asian,None,69,0.359
Custom,Are you? None/Other,Facebook,172,0.229
Custom,Are you? None/Other,Instagram,231,0.308
Custom,Are you? None/Other,Snapchat,21,0.028
Custom,Are you? None/Other,Twitter,35,0.047
Custom,Are you? None/Other,None,292,0.389
Custom,Are you? Jewish,Facebook,68,0.291
Custom,Are you? Jewish,Instagram,68,0.291
Custom,Are you? Jewish,Snapchat,9,0.038
Custom,Are you? Jewish,Twitter,6,0.026
Custom,Are you? Jewish,None,83,0.355
Custom,Are you a? SVB team member,Facebook,0,0
Custom,Are you a? SVB team member,Instagram,0,0
Custom,Are you a? SVB team member,Snapchat,0,0
Custom,Are you a? SVB team member,Twitter,0,0
Custom,Are you a? SVB team member,None,0,0
Custom,Are you a? Student Trekker,Facebook,1,1
Custom,Are you a? Student Trekker,Instagram,0,0
Custom,Are you a? Student Trekker,Snapchat,0,0
Custom,Are you a? Student Trekker,Twitter,0,0
Custom,Are you a? Student Trekker,None,0,0
Custom,you a feminist? No,Facebook,45,0.157
Custom,you a feminist? No,Instagram,58,0.203
Custom,you a feminist? No,Snapchat,11,0.038
Custom,you a feminist? No,Twitter,22,0.077
Custom,you a feminist? No,None,150,0.524
Custom,you a feminist? Yes,Facebook,34,0.167
Custom,you a feminist? Yes,Instagram,65,0.319
Custom,you a feminist? Yes,Snapchat,6,0.029
Custom,you a feminist? Yes,Twitter,13,0.064
Custom,you a feminist? Yes,None,86,0.422
Custom,Are you single? No,Facebook,53,0.17
Custom,Are you single? No,Instagram,105,0.337
Custom,Are you single? No,Snapchat,8,0.026
Custom,Are you single? No,Twitter,22,0.071
Custom,Are you single? No,None,124,0.397
Custom,Are you single? Yes,Facebook,128,0.164
Custom,Are you single? Yes,Instagram,245,0.314
Custom,Are you single? Yes,Snapchat,25,0.032
Custom,Are you single? Yes,Twitter,57,0.073
Custom,Are you single? Yes,None,325,0.417
Custom,student loan debt? No,Facebook,326,0.213
Custom,student loan debt? No,Instagram,504,0.33
Custom,student loan debt? No,Snapchat,47,0.031
Custom,student loan debt? No,Twitter,99,0.065
Custom,student loan debt? No,None,552,0.361
Custom,student loan debt? Yes,Facebook,148,0.193
Custom,student loan debt? Yes,Instagram,258,0.337
Custom,student loan debt? Yes,Snapchat,21,0.027
Custom,student loan debt? Yes,Twitter,60,0.078
Custom,student loan debt? Yes,None,279,0.364
Custom,you a virgin? No,Facebook,362,0.213
Custom,you a virgin? No,Instagram,579,0.341
Custom,you a virgin? No,Snapchat,51,0.03
Custom,you a virgin? No,Twitter,108,0.064
Custom,you a virgin? No,None,596,0.351
Custom,you a virgin? Yes,Facebook,104,0.179
Custom,you a virgin? Yes,Instagram,181,0.311
Custom,you a virgin? Yes,Snapchat,18,0.031
Custom,you a virgin? Yes,Twitter,47,0.081
Custom,you a virgin? Yes,None,232,0.399
Custom,you vote for? Didn't vote,Facebook,58,0.199
Custom,you vote for? Didn't vote,Instagram,97,0.333
Custom,you vote for? Didn't vote,Snapchat,9,0.031
Custom,you vote for? Didn't vote,Twitter,20,0.069
Custom,you vote for? Didn't vote,None,107,0.368
Custom,you vote for? Writing in Bernie,Facebook,28,0.2
Custom,you vote for? Writing in Bernie,Instagram,53,0.379
Custom,you vote for? Writing in Bernie,Snapchat,3,0.021
Custom,you vote for? Writing in Bernie,Twitter,8,0.057
Custom,you vote for? Writing in Bernie,None,48,0.343
Custom,you vote for? Other,Facebook,18,0.3
Custom,you vote for? Other,Instagram,19,0.317
Custom,you vote for? Other,Snapchat,4,0.067
Custom,you vote for? Other,Twitter,3,0.05
Custom,you vote for? Other,None,16,0.267
Custom,you vote for? Gary Johnson,Facebook,62,0.242
Custom,you vote for? Gary Johnson,Instagram,60,0.234
Custom,you vote for? Gary Johnson,Snapchat,5,0.02
Custom,you vote for? Gary Johnson,Twitter,16,0.063
Custom,you vote for? Gary Johnson,None,113,0.441
Custom,Sexual orientation? Confused,Facebook,13,0.277
Custom,Sexual orientation? Confused,Instagram,18,0.383
Custom,Sexual orientation? Confused,Snapchat,1,0.021
Custom,Sexual orientation? Confused,Twitter,2,0.043
Custom,Sexual orientation? Confused,None,13,0.277
Custom,Sexual orientation? Bi,Facebook,17,0.205
Custom,Sexual orientation? Bi,Instagram,35,0.422
Custom,Sexual orientation? Bi,Snapchat,2,0.024
Custom,Sexual orientation? Bi,Twitter,7,0.084
Custom,Sexual orientation? Bi,None,22,0.265
Custom,Sexual orientation? Gay,Facebook,5,0.227
Custom,Sexual orientation? Gay,Instagram,4,0.182
Custom,Sexual orientation? Gay,Snapchat,1,0.045
Custom,Sexual orientation? Gay,Twitter,2,0.091
Custom,Sexual orientation? Gay,None,10,0.455
Custom,in Greek life? No but I wanna be...,Facebook,53,0.22
Custom,in Greek life? No but I wanna be...,Instagram,78,0.324
Custom,in Greek life? No but I wanna be...,Snapchat,12,0.05
Custom,in Greek life? No but I wanna be...,Twitter,19,0.079
Custom,in Greek life? No but I wanna be...,None,79,0.328
Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Facebook,5,0.057
Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Instagram,33,0.375
Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Snapchat,2,0.023
Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),Twitter,3,0.034
Custom,your zodiac sign? Capricorn (Dec 22 - Jan 19),None,45,0.511
Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Facebook,11,0.131
Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Instagram,26,0.31
Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Snapchat,2,0.024
Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),Twitter,11,0.131
Custom,your zodiac sign? Sagittarius (Nov 22 - Dec 21),None,34,0.405
Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Facebook,14,0.132
Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Instagram,29,0.274
Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Snapchat,4,0.038
Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),Twitter,10,0.094
Custom,your zodiac sign? Scorpio (Oct 23 - Nov 21),None,49,0.462
Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Facebook,14,0.167
Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Instagram,30,0.357
Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Snapchat,1,0.012
Custom,your zodiac sign? Libra (Sep 23 - Oct 22),Twitter,6,0.071
Custom,your zodiac sign? Libra (Sep 23 - Oct 22),None,33,0.393
Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Facebook,18,0.135
Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Instagram,40,0.301
Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Snapchat,8,0.06
Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),Twitter,8,0.06
Custom,your zodiac sign? Virgo (Aug 23 - Sep 22),None,59,0.444
Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Facebook,16,0.188
Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Instagram,26,0.306
Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Snapchat,2,0.024
Custom,your zodiac sign? Leo (Jul 23 - Aug 22),Twitter,6,0.071
Custom,your zodiac sign? Leo (Jul 23 - Aug 22),None,35,0.412
Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Facebook,13,0.127
Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Instagram,28,0.275
Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Snapchat,3,0.029
Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),Twitter,12,0.118
Custom,your zodiac sign? Cancer (Jun 21 - Jul 22),None,46,0.451
Custom,your zodiac sign? Gemini (May 21 - Jun 20),Facebook,12,0.133
Custom,your zodiac sign? Gemini (May 21 - Jun 20),Instagram,36,0.4
Custom,your zodiac sign? Gemini (May 21 - Jun 20),Snapchat,2,0.022
Custom,your zodiac sign? Gemini (May 21 - Jun 20),Twitter,6,0.067
Custom,your zodiac sign? Gemini (May 21 - Jun 20),None,34,0.378
Custom,your zodiac sign? Taurus (Apr 20 - May 20),Facebook,23,0.235
Custom,your zodiac sign? Taurus (Apr 20 - May 20),Instagram,27,0.276
Custom,your zodiac sign? Taurus (Apr 20 - May 20),Snapchat,2,0.02
Custom,your zodiac sign? Taurus (Apr 20 - May 20),Twitter,7,0.071
Custom,your zodiac sign? Taurus (Apr 20 - May 20),None,39,0.398
Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Facebook,19,0.184
Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Instagram,32,0.311
Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Snapchat,7,0.068
Custom,your zodiac sign? Aries (Mar 21 - Apr 19),Twitter,9,0.087
Custom,your zodiac sign? Aries (Mar 21 - Apr 19),None,36,0.35
Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Facebook,12,0.14
Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Instagram,27,0.314
Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Snapchat,1,0.012
Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),Twitter,5,0.058
Custom,your zodiac sign? Pisces (Feb 19 - Mar 20),None,41,0.477
Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Facebook,25,0.243
Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Instagram,26,0.252
Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Snapchat,2,0.019
Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),Twitter,6,0.058
Custom,your zodiac sign? Aquarius (Jan 20-Feb 18),None,44,0.427
Custom,grow up speaking? English,Facebook,167,0.16
Custom,grow up speaking? English,Instagram,321,0.307
Custom,grow up speaking? English,Snapchat,38,0.036
Custom,grow up speaking? English,Twitter,76,0.073
Custom,grow up speaking? English,None,443,0.424
Custom,"have a job? Nope, and not looking for one",Facebook,198,0.214
Custom,"have a job? Nope, and not looking for one",Instagram,299,0.323
Custom,"have a job? Nope, and not looking for one",Snapchat,37,0.04
Custom,"have a job? Nope, and not looking for one",Twitter,68,0.073
Custom,"have a job? Nope, and not looking for one",None,325,0.351
Custom,What's your major? Comm / marketing,Facebook,37,0.308
Custom,What's your major? Comm / marketing,Instagram,40,0.333
Custom,What's your major? Comm / marketing,Snapchat,2,0.017
Custom,What's your major? Comm / marketing,Twitter,6,0.05
Custom,What's your major? Comm / marketing,None,35,0.292
Custom,are you pursuing? Undecided,Facebook,80,0.175
Custom,are you pursuing? Undecided,Instagram,150,0.329
Custom,are you pursuing? Undecided,Snapchat,15,0.033
Custom,are you pursuing? Undecided,Twitter,33,0.072
Custom,are you pursuing? Undecided,None,178,0.39
Custom,are you pursuing? Humanities,Facebook,180,0.227
Custom,are you pursuing? Humanities,Instagram,291,0.366
Custom,are you pursuing? Humanities,Snapchat,18,0.023
Custom,are you pursuing? Humanities,Twitter,47,0.059
Custom,are you pursuing? Humanities,None,258,0.325
Custom,do per month? About 1 hour,Facebook,45,0.238
Custom,do per month? About 1 hour,Instagram,58,0.307
Custom,do per month? About 1 hour,Snapchat,6,0.032
Custom,do per month? About 1 hour,Twitter,8,0.042
Custom,do per month? About 1 hour,None,72,0.381
Custom,do per month? Less than an hour,Facebook,43,0.204
Custom,do per month? Less than an hour,Instagram,74,0.351
Custom,do per month? Less than an hour,Snapchat,4,0.019
Custom,do per month? Less than an hour,Twitter,20,0.095
Custom,do per month? Less than an hour,None,70,0.332
Custom,closely identify as? Other,Facebook,20,0.217
Custom,closely identify as? Other,Instagram,34,0.37
Custom,closely identify as? Other,Snapchat,3,0.033
Custom,closely identify as? Other,Twitter,1,0.011
Custom,closely identify as? Other,None,34,0.37
Custom,closely identify as? Native American,Facebook,2,0.154
Custom,closely identify as? Native American,Instagram,6,0.462
Custom,closely identify as? Native American,Snapchat,0,0
Custom,closely identify as? Native American,Twitter,2,0.154
Custom,closely identify as? Native American,None,3,0.231
Custom,What's your leaning? Liberal 🔷,Facebook,186,0.223
Custom,What's your leaning? Liberal 🔷,Instagram,291,0.349
Custom,What's your leaning? Liberal 🔷,Snapchat,19,0.023
Custom,What's your leaning? Liberal 🔷,Twitter,54,0.065
Custom,What's your leaning? Liberal 🔷,None,284,0.341
Custom,What's your leaning? Conservative 🐘,Facebook,144,0.196
Custom,What's your leaning? Conservative 🐘,Instagram,241,0.327
Custom,What's your leaning? Conservative 🐘,Snapchat,27,0.037
Custom,What's your leaning? Conservative 🐘,Twitter,60,0.082
Custom,What's your leaning? Conservative 🐘,None,264,0.359
Custom,I'm in? Other,Facebook,3,0.158
Custom,I'm in? Other,Instagram,6,0.316
Custom,I'm in? Other,Snapchat,2,0.105
Custom,I'm in? Other,Twitter,0,0
Custom,I'm in? Other,None,8,0.421
Custom,I'm in? Grad School,Facebook,7,0.171
Custom,I'm in? Grad School,Instagram,13,0.317
Custom,I'm in? Grad School,Snapchat,4,0.098
Custom,I'm in? Grad School,Twitter,3,0.073
Custom,I'm in? Grad School,None,14,0.341
Custom,"have a job? Yes, full-time",Facebook,23,0.187
Custom,"have a job? Yes, full-time",Instagram,37,0.301
Custom,"have a job? Yes, full-time",Snapchat,6,0.049
Custom,"have a job? Yes, full-time",Twitter,6,0.049
Custom,"have a job? Yes, full-time",None,51,0.415
Custom,What's your GPA? 3.0 to 4.0,Facebook,347,0.222
Custom,What's your GPA? 3.0 to 4.0,Instagram,502,0.321
Custom,What's your GPA? 3.0 to 4.0,Snapchat,47,0.03
Custom,What's your GPA? 3.0 to 4.0,Twitter,99,0.063
Custom,What's your GPA? 3.0 to 4.0,None,571,0.365
Custom,What's your GPA? Below 1.0 😁,Facebook,9,0.188
Custom,What's your GPA? Below 1.0 😁,Instagram,15,0.313
Custom,What's your GPA? Below 1.0 😁,Snapchat,1,0.021
Custom,What's your GPA? Below 1.0 😁,Twitter,4,0.083
Custom,What's your GPA? Below 1.0 😁,None,19,0.396
Custom,closely identify as? Black,Facebook,13,0.138
Custom,closely identify as? Black,Instagram,41,0.436
Custom,closely identify as? Black,Snapchat,3,0.032
Custom,closely identify as? Black,Twitter,8,0.085
Custom,closely identify as? Black,None,29,0.309
Custom,Mac or PC? Other 🐧,Facebook,8,0.154
Custom,Mac or PC? Other 🐧,Instagram,11,0.212
Custom,Mac or PC? Other 🐧,Snapchat,3,0.058
Custom,Mac or PC? Other 🐧,Twitter,4,0.077
Custom,Mac or PC? Other 🐧,None,26,0.5
Custom,in Greek life? No!,Facebook,98,0.166
Custom,in Greek life? No!,Instagram,164,0.277
Custom,in Greek life? No!,Snapchat,16,0.027
Custom,in Greek life? No!,Twitter,44,0.074
Custom,in Greek life? No!,None,270,0.456
Custom,Mac or PC? Mac 🖥,Facebook,313,0.215
Custom,Mac or PC? Mac 🖥,Instagram,546,0.375
Custom,Mac or PC? Mac 🖥,Snapchat,38,0.026
Custom,Mac or PC? Mac 🖥,Twitter,93,0.064
Custom,Mac or PC? Mac 🖥,None,467,0.321
Custom,in Greek life? Yes but regretting it,Facebook,20,0.222
Custom,in Greek life? Yes but regretting it,Instagram,33,0.367
Custom,in Greek life? Yes but regretting it,Snapchat,1,0.011
Custom,in Greek life? Yes but regretting it,Twitter,7,0.078
Custom,in Greek life? Yes but regretting it,None,29,0.322
Custom,in Greek life? Yes!,Facebook,267,0.247
Custom,in Greek life? Yes!,Instagram,368,0.34
Custom,in Greek life? Yes!,Snapchat,33,0.03
Custom,in Greek life? Yes!,Twitter,58,0.054
Custom,in Greek life? Yes!,None,356,0.329
Custom,you vote for? Jill Stein,Facebook,5,0.192
Custom,you vote for? Jill Stein,Instagram,5,0.192
Custom,you vote for? Jill Stein,Snapchat,1,0.038
Custom,you vote for? Jill Stein,Twitter,4,0.154
Custom,you vote for? Jill Stein,None,11,0.423
Custom,What's your GPA? 2.0 to 3.0,Facebook,76,0.176
Custom,What's your GPA? 2.0 to 3.0,Instagram,157,0.363
Custom,What's your GPA? 2.0 to 3.0,Snapchat,10,0.023
Custom,What's your GPA? 2.0 to 3.0,Twitter,34,0.079
Custom,What's your GPA? 2.0 to 3.0,None,156,0.36
Custom,What's your GPA? 1.0 to 2.0,Facebook,1,0.03
Custom,What's your GPA? 1.0 to 2.0,Instagram,18,0.545
